CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
750,France,Male,22,5,0.0,2,0,1,105125.65
727,France,Male,47,7,0.0,2,1,0,193305.35
681,France,Male,38,3,0.0,2,1,1,112491.96
641,France,Female,26,4,91547.84,2,0,1,28157.34
639,France,Female,60,5,162039.78,1,1,1,84361.72
738,Germany,Female,29,9,139106.19,1,1,0,141872.05
559,France,Male,28,3,141099.43,1,1,1,15607.27
569,Germany,Female,42,9,146100.75,1,1,0,32574.01
544,France,Female,26,6,0.0,1,1,0,100200.4
515,France,Female,37,0,196853.62,1,1,1,132770.11
654,France,Male,42,7,99263.09,1,1,1,67607.9
587,Germany,Male,40,5,138241.9,2,1,0,159418.1
682,Germany,Male,32,2,105163.88,2,1,1,164170.46
483,France,Male,29,9,0.0,1,1,1,81634.45
727,Germany,Male,36,6,140418.81,1,1,1,113033.73
498,Germany,Female,44,2,120702.67,2,1,1,98175.74
781,France,Female,42,3,156555.54,1,1,1,175674.01
540,France,Male,25,5,116160.23,1,1,0,13411.67
648,France,Female,50,9,102535.57,1,1,1,189543.19
668,Spain,Male,43,1,147167.25,1,0,0,141679.73
654,France,Female,29,4,96974.97,1,0,1,141404.07
643,France,Female,51,2,105229.53,1,1,0,34967.75
762,Spain,Female,19,6,0.0,2,1,0,55500.17
697,France,Male,42,9,132739.26,2,0,0,174667.65
588,France,Female,36,2,0.0,2,1,0,92536.0
727,Spain,Female,52,1,154733.97,1,1,0,80259.67
542,France,Male,38,8,65942.26,1,1,1,68093.23
622,Germany,Female,52,9,111973.97,1,1,1,162756.29
611,France,Male,53,3,83568.26,1,0,0,1235.49
621,France,Male,39,6,0.0,2,1,1,58883.91
524,France,Male,32,1,144875.71,1,0,0,187740.04
700,France,Female,34,2,76322.69,1,1,0,128136.29
600,France,Female,27,3,0.0,2,0,1,125698.97
706,Spain,Male,42,9,0.0,2,1,1,28714.34
731,Germany,Female,49,4,88826.07,1,1,1,33759.41
712,Spain,Female,79,5,108078.56,1,1,1,174118.93
551,France,Male,42,2,139561.46,1,1,0,43435.43
571,France,Female,38,6,107193.82,2,0,0,38962.94
554,France,Female,39,10,160132.75,1,1,0,32824.15
706,Germany,Female,29,6,185544.36,1,1,0,171037.63
536,France,Female,22,5,89492.62,1,0,0,42934.43
682,France,Male,41,6,0.0,2,0,1,134158.09
704,Spain,Male,33,3,0.0,2,1,0,73018.74
730,France,Male,34,5,122453.37,2,1,0,138882.98
599,Spain,Male,33,4,51690.89,1,1,0,111622.76
665,Spain,Female,42,2,156371.61,2,0,1,156774.94
594,France,Male,37,2,0.0,2,0,1,95864.5
501,France,Female,29,8,0.0,2,1,0,112664.24
586,Germany,Male,38,2,136858.42,1,0,1,189143.94
654,France,Female,35,2,90865.8,1,1,1,86764.46
583,Spain,Male,47,5,102562.23,1,1,0,92708.1
653,Germany,Male,31,9,143321.97,1,1,0,83679.46
625,Germany,Male,26,3,130483.95,1,1,0,122810.53
666,Germany,Male,74,7,105102.5,1,1,1,46172.47
703,Germany,Female,38,9,99167.54,1,1,0,65720.92
577,France,Male,42,9,0.0,1,1,0,74077.91
644,Spain,Male,32,3,136659.74,1,1,1,14187.78
657,Spain,Female,27,8,0.0,2,0,0,6468.24
613,Spain,Male,37,3,171653.17,1,0,1,5353.12
632,France,Male,42,4,126115.6,1,1,0,100998.5
690,Spain,Female,26,2,0.0,2,1,1,93255.85
516,Germany,Male,32,3,145166.09,2,0,0,111421.45
573,France,Male,40,7,147754.68,1,1,1,110454.46
757,Germany,Male,30,6,105128.85,2,1,1,62972.13
741,Germany,Male,36,8,116993.43,2,1,0,168816.22
580,France,Male,37,9,0.0,2,0,1,77108.66
721,France,Male,36,1,155176.83,2,1,1,49653.37
577,Spain,Male,35,5,110080.3,1,1,1,109794.31
555,France,Male,37,9,124969.13,1,1,0,60194.05
712,France,Male,34,8,114088.32,1,1,0,92794.61
719,France,Male,36,3,155423.17,1,1,1,199841.32
775,France,Male,52,8,109922.61,1,1,1,96823.32
623,France,Female,35,5,0.0,2,1,0,101192.08
600,Spain,Male,36,4,0.0,2,1,0,143635.36
652,France,Female,34,6,97435.85,2,1,1,104331.76
627,France,Female,55,2,159441.27,1,1,0,100686.11
847,France,Male,51,5,97565.74,1,0,0,144184.06
682,France,Female,48,7,0.0,2,1,0,65069.03
605,France,Male,41,10,0.0,2,0,1,97213.09
577,Spain,Female,39,4,0.0,2,1,0,91366.42
731,France,Female,38,10,123711.73,2,1,0,171340.68
656,France,Male,36,8,97786.08,2,0,1,21478.36
589,Spain,Female,27,4,0.0,2,1,0,144181.48
814,France,Male,49,8,0.0,2,0,0,157822.54
793,France,Female,33,0,0.0,1,0,0,175544.02
651,Germany,Male,41,1,90218.11,1,1,0,174337.68
708,Germany,Female,23,4,71433.08,1,1,0,103697.57
757,France,Male,38,0,0.0,1,1,0,83263.06
730,Germany,Female,33,7,130367.87,1,1,0,15142.1
850,Spain,Male,31,6,82613.56,2,1,0,149170.92
638,Spain,Male,48,2,0.0,2,1,1,7919.08
604,France,Female,71,2,0.0,2,1,1,49506.82
430,Germany,Female,38,8,153058.64,1,1,0,99377.27
573,Spain,Male,46,3,65269.23,1,0,1,189988.65
553,Spain,Female,39,1,142876.98,2,1,0,44363.42
485,Spain,Female,21,5,113157.22,1,1,1,54141.5
540,France,Female,31,7,0.0,1,0,1,183051.6
665,Spain,Male,41,8,0.0,2,1,0,132152.32
630,Spain,Male,39,10,105473.74,1,0,0,58854.88
712,Germany,Female,49,5,154776.42,2,0,0,196257.68
492,France,Female,49,8,0.0,1,1,1,182865.09
835,Spain,Male,38,7,86824.09,1,0,0,175905.97
698,Germany,Female,64,1,169362.43,1,1,0,84760.32
625,France,Male,37,1,177069.24,2,1,1,96088.54
690,France,Male,47,2,0.0,2,1,0,151375.73
795,France,Male,32,2,117265.21,1,1,1,198317.23
759,France,Female,46,2,0.0,1,1,1,138380.11
781,Germany,Female,48,9,82794.18,1,1,0,124720.68
600,France,Male,37,1,142663.46,1,0,1,88669.89
777,France,Female,42,5,147531.82,1,1,1,38819.45
733,Germany,Male,34,3,100337.96,3,1,0,48559.19
834,Spain,Male,40,7,0.0,2,0,0,45038.74
667,Germany,Female,37,5,92171.35,3,1,0,178106.34
726,Germany,Male,30,7,92847.59,1,1,0,146154.06
477,France,Female,30,6,131286.46,1,1,0,194144.45
743,Spain,Male,41,7,0.0,1,1,0,163736.09
842,Spain,Female,44,2,112652.08,2,1,0,126644.98
621,Germany,Female,31,8,100375.39,1,1,1,90384.26
530,France,Male,37,8,0.0,2,1,1,287.99
652,Spain,Male,31,1,132862.59,1,0,0,158054.49
598,Germany,Male,38,1,101487.18,1,1,1,75959.1
729,France,Male,44,5,0.0,2,0,1,9200.54
710,Spain,Male,23,6,0.0,2,1,1,134188.11
681,France,Male,36,5,141952.07,1,1,1,185144.08
676,Spain,Female,64,4,116954.32,1,1,1,91149.48
758,Germany,Male,32,4,162657.64,2,1,1,115525.13
523,France,Female,26,4,0.0,2,1,0,185488.81
759,Germany,Male,30,4,101802.67,1,0,0,8693.8
523,Germany,Male,35,8,138782.76,1,1,1,186118.93
758,France,Female,34,3,0.0,2,1,1,124226.16
497,Spain,Male,27,7,149400.27,1,0,0,167522.19
584,France,Male,35,3,146311.58,1,1,1,105443.47
430,Germany,Female,66,6,135392.31,2,1,1,172852.06
776,Spain,Male,39,2,104349.45,1,0,0,79503.05
770,Germany,Female,46,5,141788.63,2,0,0,164967.21
738,Spain,Male,44,2,0.0,2,1,0,43018.82
688,Germany,Male,26,8,146133.39,1,1,1,175296.76
730,France,Female,27,7,0.0,2,1,0,144099.48
633,France,Female,29,7,169988.35,1,1,0,4272.0
713,Spain,Female,47,1,0.0,1,1,0,107825.08
835,Germany,Female,29,10,130420.2,2,0,0,106276.55
580,Spain,Female,57,0,136820.99,1,0,1,108528.74
547,Germany,Male,49,8,121537.71,2,1,0,46521.45
528,Germany,Male,39,0,127631.62,1,0,1,22197.8
715,Spain,Male,38,2,96798.79,2,1,1,4554.67
630,France,Male,50,1,81947.76,1,0,1,63606.22
507,Spain,Female,29,6,0.0,2,0,1,94780.9
703,France,Female,32,6,0.0,2,0,0,33606.52
745,France,Male,47,5,0.0,2,0,0,145789.71
718,France,Male,48,9,0.0,2,1,1,72105.63
588,Spain,Male,59,4,0.0,2,1,1,27435.41
712,Germany,Female,29,7,147199.07,1,1,1,84932.4
507,Germany,Male,40,3,120105.43,1,1,0,92075.01
596,Germany,Male,34,4,99441.21,2,0,1,4802.27
679,Spain,Male,42,2,0.0,1,1,1,168294.27
719,Spain,Female,40,9,0.0,2,1,0,182224.14
697,France,Female,33,1,87347.7,1,1,0,172524.51
664,France,Male,54,8,0.0,1,1,1,162719.69
679,Spain,Female,40,7,0.0,2,1,1,163757.29
835,France,Male,23,9,0.0,1,1,0,19793.73
509,France,Male,18,7,102983.91,1,1,0,171770.58
696,Spain,Male,40,3,153639.11,1,1,1,138351.68
694,Germany,Male,31,4,141989.27,2,1,0,26116.82
748,France,Female,41,2,91621.69,1,1,1,71139.31
645,Germany,Male,25,1,157404.02,2,1,0,93073.04
621,France,Male,31,7,136658.61,1,1,1,148689.13
653,Germany,Female,25,2,158266.42,3,1,1,199357.24
602,France,Male,49,0,191808.73,1,0,0,97640.2
601,Germany,Female,33,7,114430.18,2,1,1,153012.13
573,Spain,Male,41,5,0.0,2,0,1,14479.29
710,Spain,Male,62,3,131078.42,2,1,0,119348.76
805,Spain,Female,39,5,165272.13,1,1,0,14109.85
726,France,Male,28,2,0.0,1,0,0,98060.51
794,France,Female,41,7,176845.41,3,1,0,166526.26
648,Germany,Female,37,7,138503.51,2,1,0,57215.85
545,Germany,Male,33,1,132527.9,2,0,1,107429.71
638,Germany,Female,39,0,122501.28,2,1,1,95007.8
664,Germany,Male,26,7,116244.14,2,1,1,95145.14
824,Spain,Female,38,3,0.0,2,1,0,192800.25
596,Germany,Male,47,5,140187.1,2,1,1,174311.3
673,France,Male,39,7,82255.51,2,1,0,109545.56
503,France,Female,37,8,0.0,2,1,1,97893.32
567,Spain,Female,41,1,0.0,2,1,0,3414.72
622,Spain,Female,26,8,0.0,2,1,1,124964.82
672,France,Female,28,6,0.0,1,0,1,8814.69
515,France,Female,58,2,131852.81,1,1,0,81436.68
675,France,Female,61,5,62055.17,3,1,0,166305.16
557,Germany,Male,57,1,120043.13,1,1,0,132370.75
791,France,Female,52,7,0.0,1,1,1,122782.5
651,Spain,Male,47,2,0.0,2,1,1,119808.64
567,France,Male,54,9,96402.96,1,0,0,52035.29
699,Germany,Male,36,6,147137.74,1,1,1,33687.9
504,Germany,Male,32,8,170291.22,2,0,1,15658.99
742,Germany,Male,35,5,136857.0,1,0,0,84509.57
579,France,Male,36,9,129829.59,1,1,1,60906.12
528,Spain,Male,23,7,104744.89,1,1,0,170262.97
717,Germany,Female,64,10,98362.35,2,1,1,21630.21
706,Germany,Male,38,5,163034.82,2,1,1,135662.17
618,Germany,Female,54,4,118449.21,1,1,1,133573.29
796,France,Male,51,6,0.0,2,0,1,194733.28
502,France,Male,33,7,0.0,2,0,1,4082.52
539,France,Male,37,2,127609.59,1,1,0,98646.22
525,France,Female,23,5,0.0,2,1,0,160249.1
619,France,Male,44,3,116967.68,1,1,0,5075.17
665,France,Male,28,8,137300.23,1,1,0,90174.83
831,Spain,Female,44,10,0.0,1,0,1,47729.33
758,France,Female,34,1,154139.45,1,1,1,60728.89
517,France,Male,62,1,43772.66,3,1,0,187756.24
736,France,Male,54,7,111729.47,2,0,1,84920.49
567,Spain,Male,35,8,153137.74,1,1,0,88659.07
730,Spain,Female,62,2,0.0,2,1,1,162889.1
684,France,Female,41,6,135203.81,2,1,1,121967.88
608,France,Female,28,9,0.0,2,1,1,125062.02
638,Germany,Female,33,5,129335.65,1,1,1,56585.2
761,France,Female,33,6,138053.79,2,1,0,148779.41
539,Germany,Female,38,8,82407.51,1,1,0,13123.41
614,Germany,Female,37,6,96340.81,2,1,1,139377.24
538,France,Female,32,2,0.0,1,1,1,80130.54
642,France,Female,41,7,115171.71,1,1,1,37674.47
618,France,Female,40,0,0.0,1,1,0,119059.13
680,France,Male,34,3,143292.95,1,1,0,66526.01
553,Germany,Female,25,7,128524.19,2,1,0,20682.46
678,France,Male,26,5,111128.04,1,1,0,60941.27
741,France,Male,52,1,171236.3,2,0,0,21834.4
757,Spain,Female,44,9,0.0,2,1,0,177528.92
727,France,Female,26,9,121508.28,1,1,1,146785.44
758,France,Female,42,7,0.0,2,0,1,76209.56
612,France,Female,33,0,64900.32,2,1,0,102426.12
806,Germany,Male,31,10,138653.51,1,1,0,190803.37
470,Spain,Female,48,6,140576.11,1,1,1,116971.05
671,France,Female,48,8,115713.84,2,0,0,83210.84
689,Spain,Female,55,4,0.0,2,1,1,58442.25
731,Spain,Male,46,10,0.0,2,1,0,153015.42
697,Germany,Female,48,2,108128.96,2,1,1,103944.37
681,France,Male,34,7,0.0,2,0,0,130686.59
470,France,Female,25,8,127974.06,2,1,1,183259.35
780,Spain,Female,33,6,145580.61,1,1,1,154598.56
510,France,Female,52,6,191665.21,1,1,1,131312.56
746,Spain,Male,24,10,68781.82,1,0,1,47997.39
673,France,Female,34,8,42157.08,1,1,0,20598.59
527,Germany,Male,58,3,137318.42,1,1,1,126144.96
661,Germany,Male,44,1,141136.62,1,1,0,189742.78
659,France,Male,31,4,118342.26,1,0,0,161574.19
698,Spain,Female,50,1,0.0,4,1,0,88566.9
697,France,Female,25,4,165686.11,2,1,0,15467.98
755,Germany,Female,38,1,82083.52,1,0,1,10333.78
554,Spain,Female,45,4,0.0,2,1,1,193412.05
720,Germany,Male,23,0,187861.18,2,1,1,104120.17
582,Spain,Male,25,9,148042.97,2,1,0,52341.15
612,Germany,Male,42,5,141927.1,1,1,1,43018.98
451,France,Female,31,7,140931.82,1,0,1,20388.77
519,France,Male,36,9,0.0,2,0,1,145562.4
767,France,Female,35,2,0.0,2,0,0,144251.38
847,Germany,Female,35,5,111743.43,1,1,1,183584.14
712,France,Female,37,1,106881.5,2,0,0,169386.81
611,France,Female,61,3,131583.59,4,0,1,66238.23
643,Spain,Male,34,3,83132.09,1,1,1,21360.88
474,France,Male,26,6,0.0,2,0,0,152491.22
850,Germany,Female,36,3,169025.83,1,1,0,174235.06
718,France,Female,31,0,118100.59,2,1,0,103165.15
548,Germany,Female,36,2,108913.84,2,1,1,140460.01
595,Germany,Female,32,0,92466.21,1,1,0,4721.3
550,Spain,Male,62,7,80927.56,1,0,1,64490.67
689,Spain,Male,40,2,0.0,2,1,1,164768.82
637,Germany,Female,36,10,145750.45,2,1,1,96660.76
669,France,Male,26,4,0.0,2,1,1,197594.34
660,France,Male,35,7,0.0,2,1,0,13218.6
726,Germany,Female,51,8,107494.86,2,1,0,140937.91
715,France,Female,38,0,0.0,2,1,1,332.81
637,Germany,Female,55,1,123378.2,1,1,0,81431.99
520,Spain,Female,35,4,115680.81,1,1,1,90280.7
725,France,Male,66,4,86459.8,1,1,1,141476.56
678,France,Female,55,5,0.0,1,0,1,196794.11
821,Germany,Male,42,3,87807.29,2,1,1,64613.81
665,Spain,Female,32,10,0.0,1,1,1,22487.45
521,France,Female,39,6,0.0,2,0,1,27375.15
850,France,Male,39,4,127771.35,2,0,1,151738.54
658,France,Female,40,7,140596.95,1,0,1,135459.02
753,France,Male,32,6,177729.13,1,1,1,161642.08
652,France,Female,40,4,79927.36,2,1,1,33524.6
674,France,Male,37,3,0.0,1,1,0,158049.9
587,Germany,Female,44,5,125584.17,2,1,1,41852.24
652,Germany,Female,37,9,145219.3,1,1,0,159132.83
617,France,Male,34,1,61687.33,2,1,0,105965.25
600,France,Female,37,4,0.0,3,1,0,7312.25
742,France,Female,35,2,79126.17,1,1,1,126997.53
709,France,Female,32,7,0.0,2,1,1,199418.02
710,France,Male,33,10,118327.17,2,1,1,192928.82
757,France,Male,57,3,89079.41,1,1,1,53179.21
571,France,Male,40,10,112896.86,1,1,1,121402.53
526,Germany,Male,50,5,124233.24,1,0,1,159456.87
473,Spain,Male,48,8,0.0,2,1,0,71139.8
717,France,Female,28,1,90537.16,1,0,1,74800.99
632,Germany,Male,41,8,127205.32,4,1,0,93874.87
675,Germany,Female,29,8,121326.42,1,1,0,133457.52
642,Spain,Male,34,8,0.0,1,1,0,72085.1
733,France,Male,48,5,0.0,1,0,1,117830.57
502,France,Female,64,3,139663.37,1,0,1,100995.11
731,Spain,Female,26,3,0.0,2,1,0,37697.29
785,Spain,Male,41,7,0.0,2,1,1,199108.88
850,Germany,Male,37,9,122506.38,1,0,1,199693.84
723,Spain,Male,38,6,0.0,2,1,1,94415.6
777,Germany,Female,37,10,121532.17,2,1,1,73464.88
845,France,Female,28,9,0.0,2,1,1,56185.98
751,Germany,Male,54,9,156367.6,2,0,1,116179.92
540,Spain,Male,67,1,88382.01,1,0,1,59457.0
727,France,Male,32,1,59271.82,1,1,1,46019.43
736,France,Female,63,10,0.0,2,0,1,502.7
757,France,Male,36,7,144852.06,1,0,0,130861.95
662,France,Male,29,5,147092.65,1,1,0,10928.3
677,Germany,Male,28,0,143988.0,2,1,0,8755.69
506,Spain,Male,50,3,0.0,2,1,0,12016.79
625,France,Male,41,6,97663.16,2,1,0,57128.78
631,France,Male,29,7,0.0,2,0,1,125877.22
850,France,Male,33,0,124781.67,1,0,1,33700.52
732,Germany,Female,29,1,154333.82,1,1,1,138527.56
428,France,Female,62,1,107735.93,1,0,1,58381.77
722,Spain,Female,32,4,0.0,2,1,1,113666.48
601,Germany,Male,42,1,98495.72,1,1,0,40014.76
607,France,Female,21,0,0.0,2,1,0,116106.52
726,Germany,Female,33,7,99046.31,2,1,1,56053.06
592,Spain,Male,38,8,0.0,2,1,0,180426.2
581,France,Male,37,7,0.0,2,1,1,74320.75
613,Germany,Female,50,5,101242.98,2,1,0,12493.61
581,Spain,Female,31,6,0.0,2,1,0,188377.21
850,Germany,Male,38,7,101985.81,2,0,0,43801.27
674,Germany,Female,36,6,100762.64,1,1,0,182156.86
699,France,Male,37,10,0.0,2,0,0,83263.04
705,Germany,Female,48,1,156848.13,2,1,1,99475.95
653,Spain,Female,38,9,149571.94,1,1,0,118383.18
850,France,Male,37,4,126872.6,1,1,0,197266.58
655,Spain,Female,78,2,0.0,2,0,1,188435.38
684,Spain,Male,41,2,119782.72,2,0,0,120284.67
626,France,Male,33,8,0.0,2,1,0,138504.28
739,Spain,Female,27,8,98926.4,1,1,1,106969.98
707,France,Male,37,1,0.0,2,0,1,6035.51
556,Germany,Male,42,0,115915.53,2,0,1,125435.47
676,France,Male,38,8,0.0,2,1,1,133692.88
775,Germany,Male,70,6,119684.88,2,1,1,74532.02
562,France,Male,45,6,136855.24,1,1,0,46864.0
429,France,Female,39,6,48023.83,1,1,0,74870.99
789,Germany,Male,33,8,151607.56,1,1,0,4389.4
484,France,Female,50,2,90408.16,2,0,0,48170.57
567,Spain,Male,40,4,118628.8,1,0,0,91973.63
584,France,Male,35,9,0.0,2,1,0,192381.21
648,Germany,Female,28,8,90371.09,1,1,1,146851.73
436,Germany,Male,45,3,104339.11,2,1,1,183540.22
670,France,Female,31,2,57530.06,1,1,1,181893.31
706,France,Male,34,8,0.0,2,1,1,37479.97
603,France,Male,46,2,0.0,2,1,1,59563.49
768,France,Female,26,5,51116.26,1,1,1,70454.79
625,France,Female,51,7,136294.97,1,1,0,38867.46
790,France,Male,26,5,0.0,1,1,0,20510.79
630,France,Male,53,5,138053.67,1,0,1,114110.97
563,France,Female,34,6,139810.34,1,1,1,152417.79
813,Germany,Male,30,1,116416.94,1,0,1,85808.22
763,Spain,Male,67,9,148564.66,1,0,1,87236.4
743,Spain,Female,36,8,92716.96,1,1,1,33693.78
721,Spain,Male,57,1,0.0,1,1,1,195940.96
618,Spain,Male,32,5,133476.09,1,0,1,154843.4
614,France,Male,44,6,0.0,2,0,1,104930.46
697,Germany,Male,31,3,108805.42,2,0,1,123825.83
543,France,Female,71,1,104308.77,1,1,1,25650.04
841,Spain,Male,41,1,0.0,2,0,1,193093.77
780,France,Male,76,10,121313.88,1,0,1,64872.33
681,Spain,Male,30,2,128393.29,1,1,1,180593.45
603,France,Male,31,4,0.0,2,0,1,9607.1
506,France,Female,57,6,0.0,2,0,1,194421.12
760,France,Male,34,2,0.0,2,1,0,164162.44
678,France,Male,40,1,0.0,2,1,1,187343.4
774,France,Male,40,9,93017.47,2,1,0,191608.97
791,Germany,Male,31,1,130240.33,1,0,0,96546.55
754,Germany,Male,65,1,136186.44,1,1,1,121529.59
592,Germany,Male,31,7,124593.23,1,1,0,86079.67
680,France,Male,44,3,0.0,2,1,0,86935.08
639,Germany,Male,35,10,128173.9,2,1,0,59093.39
649,Spain,Female,36,6,86607.39,1,0,0,19825.09
850,France,Male,30,6,86449.39,1,1,1,188809.23
627,Spain,Female,25,4,0.0,1,1,1,194313.93
606,France,Male,31,10,0.0,2,1,0,195209.4
761,France,Male,36,9,127637.92,1,1,1,81062.93
769,Germany,Male,60,9,148846.39,1,1,0,192831.67
670,Germany,Female,35,2,79585.96,1,0,1,198802.9
630,Spain,Female,21,1,85818.18,1,1,1,133102.3
769,Germany,Female,34,7,137239.17,1,1,1,71379.92
563,Spain,Male,26,7,0.0,2,0,0,6139.74
652,Spain,Male,58,6,0.0,2,0,1,170025.43
772,Germany,Female,48,6,108736.52,1,1,0,184564.67
740,Germany,Female,36,4,109044.6,1,0,0,94554.74
687,Spain,Female,72,4,0.0,2,1,1,50267.69
439,Spain,Male,52,3,96196.24,4,1,0,198874.52
676,France,Male,20,1,80569.73,1,0,0,68621.98
506,Germany,Female,41,3,57745.76,1,1,0,4035.46
612,France,Female,42,10,75497.51,1,0,0,149682.78
746,Spain,Male,30,1,112666.67,1,0,0,11710.4
664,France,Female,41,5,0.0,1,1,1,152054.33
686,Spain,Male,41,7,102749.72,1,0,1,194913.86
839,France,Female,51,3,0.0,1,1,1,69101.23
630,France,Male,67,5,0.0,2,1,1,27330.27
561,France,Female,35,5,0.0,2,1,0,59981.62
680,France,Male,34,9,0.0,2,1,1,95686.6
710,Spain,Female,28,6,0.0,1,1,0,48426.98
698,Spain,Male,27,6,125427.37,2,0,0,27654.44
651,Spain,Male,38,2,0.0,3,1,0,67029.82
713,France,Male,36,8,133889.35,1,1,1,143265.65
549,France,Female,52,1,0.0,1,0,1,8636.05
719,Spain,Female,33,7,0.0,2,1,0,20016.59
565,Germany,Male,31,2,89558.39,2,1,1,4441.54
578,France,Male,34,4,175111.11,1,1,1,74858.3
724,Spain,Male,36,1,0.0,2,1,0,52462.25
408,France,Female,84,8,87873.39,1,0,0,188484.52
758,Spain,Male,56,1,0.0,2,1,1,10643.38
674,France,Male,22,3,0.0,1,1,1,173940.59
773,France,Male,25,1,124532.78,2,0,1,11723.57
437,France,Female,43,6,0.0,1,1,0,148330.97
560,France,Male,57,0,0.0,2,0,1,116781.71
603,France,Female,24,3,0.0,1,1,1,198826.03
840,France,Female,43,7,0.0,2,1,0,90908.95
700,France,Female,26,2,0.0,2,0,0,50051.42
773,France,Male,64,2,145578.28,1,0,1,186172.85
684,Spain,Male,40,2,70291.02,1,1,1,115468.84
701,France,Male,44,7,0.0,2,1,0,23425.78
743,Germany,Female,34,1,131736.88,1,1,1,108543.21
575,Spain,Male,41,2,100062.39,1,0,0,126307.25
804,France,Male,25,7,108396.67,1,1,0,128276.95
730,Spain,Male,42,4,0.0,2,0,1,85982.47
648,Spain,Male,36,8,146943.38,2,1,1,130041.45
755,France,Male,31,5,0.0,2,0,1,194660.78
613,Germany,Female,30,5,131563.88,2,1,0,170638.98
730,France,Female,22,9,65763.57,1,1,1,145792.01
679,Spain,Male,39,5,0.0,2,1,1,100060.54
583,France,Female,29,10,0.0,2,1,1,111285.85
746,France,Male,47,8,142382.03,1,1,1,62086.62
650,Germany,Female,45,9,152367.21,3,1,0,150835.21
794,Spain,Female,37,9,0.0,2,1,0,68008.85
600,France,Male,49,7,90218.9,1,1,0,91347.76
646,Spain,Female,50,5,142644.64,2,1,1,142208.5
760,France,Female,32,7,0.0,2,1,1,105969.05
748,France,Female,49,7,29602.08,1,0,0,163550.58
755,France,Male,23,5,84284.48,2,1,1,62851.6
756,Spain,Male,38,6,119208.85,1,1,0,169763.89
776,Spain,Male,30,6,0.0,2,0,1,63908.86
640,France,Male,33,7,154575.76,1,1,0,25722.28
635,France,Female,48,8,130796.33,2,1,1,43250.3
848,Germany,Male,31,4,90018.45,2,1,0,193132.98
509,France,Male,31,3,0.0,2,1,0,15360.91
605,France,Female,28,6,0.0,2,0,0,159508.52
555,France,Male,51,5,0.0,3,1,0,189122.89
540,Spain,Male,39,2,0.0,2,1,0,81995.92
682,Spain,Female,54,0,83102.72,2,1,1,54132.93
602,France,Female,42,10,0.0,2,0,0,169921.11
832,France,Male,61,2,0.0,1,0,1,127804.66
797,France,Male,29,1,0.0,1,0,1,149991.32
676,Germany,Male,28,1,69459.05,2,1,1,128461.29
710,Germany,Female,24,7,103099.17,2,1,0,173276.62
529,France,Male,22,5,0.0,1,1,0,151169.83
520,France,Male,30,3,143396.54,2,1,1,898.51
743,Spain,Male,25,6,0.0,2,1,0,129740.11
666,France,Female,41,10,141162.08,1,1,0,50908.48
715,Germany,Female,32,3,104857.19,2,1,0,114149.8
668,France,Female,32,2,0.0,2,1,1,40652.33
672,France,Female,34,1,142151.75,2,1,1,168753.34
632,Germany,Male,48,6,126066.26,1,1,0,64345.61
689,Spain,Female,28,3,0.0,2,1,1,192449.02
845,France,Male,33,8,164385.53,1,1,0,150664.97
565,Germany,Female,32,9,68067.24,1,1,0,143287.58
700,Germany,Female,59,5,137648.41,1,1,0,142977.05
637,Germany,Male,41,2,138014.4,2,1,0,140298.24
719,Spain,Female,48,5,0.0,2,0,0,78563.66
662,France,Female,41,4,0.0,2,1,0,126551.48
663,France,Female,33,2,0.0,2,1,0,153295.0
684,Germany,Male,59,9,122471.09,1,0,1,15807.07
719,Spain,Male,40,4,128389.12,1,1,1,176091.31
727,France,Male,18,4,133550.67,1,1,1,46941.41
512,France,Male,36,4,152169.12,2,0,0,38629.3
601,France,Female,43,8,0.0,3,0,1,110916.15
633,France,Female,36,6,125130.28,1,0,0,125961.48
615,Germany,Male,43,3,86920.86,1,1,1,150048.37
678,France,Female,32,9,0.0,1,1,1,148210.64
697,France,Female,42,10,0.0,2,1,0,61312.15
696,France,Male,52,6,139781.06,1,1,0,27445.4
484,France,Female,32,3,0.0,2,1,1,139390.99
744,France,Male,36,10,0.0,2,1,1,182867.84
739,France,Female,20,4,133800.98,1,0,1,150245.81
521,Germany,Female,49,2,127948.57,1,1,1,182765.14
647,France,Male,41,4,138937.35,1,1,1,101617.64
591,France,Male,45,5,0.0,2,1,1,155492.87
721,France,Male,41,7,0.0,2,0,1,61018.85
570,France,Female,46,3,0.0,2,0,0,820.46
850,France,Female,28,1,105245.34,1,0,1,74780.13
650,Spain,Female,30,6,0.0,1,0,0,67997.13
621,France,Male,27,4,137003.68,1,1,0,21254.06
592,France,Female,27,4,0.0,2,1,1,183569.25
713,Spain,Female,48,1,163760.82,1,0,0,157381.14
453,Spain,Female,42,5,0.0,3,1,0,83008.49
699,France,Male,30,9,0.0,1,1,1,108162.13
605,Spain,Female,48,6,0.0,2,1,1,40062.99
763,Germany,Male,42,6,100160.75,1,1,0,33462.94
718,France,Female,31,1,152663.77,1,0,1,17128.64
464,France,Male,46,6,161798.53,1,1,0,182944.47
453,France,Male,29,6,0.0,1,0,0,198376.02
705,France,Female,49,7,0.0,1,1,0,63405.2
628,France,Male,32,9,149136.31,2,1,1,16402.11
551,Spain,Female,48,5,95679.29,1,0,0,94978.1
